Gene Symbol	CUI Term	Phenotype Name	
PYCR2	C0023520	Leukodystrophy, hypomyelinating 3	
PYGL	C0017919	Glycogen storage disease	
PYROXD1	C0026848	Myopathy, scapulohumeroperoneal	
QARS	C1850456	Microcephaly, progressive, with seizures and cerebral and cerebellar atrophy	
QDPR	C0268465	Dihydropteridine reductase deficiency	
RAB18	C3280203	Warburg micro syndrome 3	
RAB18	C1838625	Warburg micro syndrome	
RAB3GAP1	C1838625	Warburg micro syndrome	
RAB3GAP2	C1838625	Warburg micro syndrome	
TBC1D20	C1838625	Warburg micro syndrome	
RAB23	C1275078	Carpenter syndrome 1	
RAB27A	C1868679	Griscelli syndrome type 2	
RAB28	C3809299	Cone-rod dystrophy 18	
RAB33B	C3714896	Smith-McCort dysplasia 2	
RAB3GAP2	C0796037	Martsolf syndrome	
RAB3GAP2	C3280214	Warburg micro syndrome 2	
RAC2	C1842398	Neutrophil immunodeficiency syndrome	
RAD21	C3553517	Cornelia de Lange syndrome 4	
RAD50	C2751318	Nijmegen breakage syndrome-like disorder	
RAD51	C3281089	Mirror movements 2	
RAD51	C0015625	Fanconi anemia	
RAD51C	C3150653	Fanconi anemia, complementation group O	
RAD51C	C0006142	Breast-ovarian cancer, familial 1	
RAD51D	C0006142	Breast-ovarian cancer, familial 1	
RAF1	C1969056	LEOPARD syndrome 2	
RAF1	C1969057	Noonan syndrome 5	
RAF1	C4014656	Cardiomyopathy, dilated, 1NN	
RAG1	C0205082	Severe immunodeficiency, autosomal recessive, T-cell negative, B-cell negative, NK cell-positive	
RAG2	C0205082	Severe immunodeficiency, autosomal recessive, T-cell negative, B-cell negative, NK cell-positive	
RAG1	C4228787	Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity	
RAG1	C2673536	Combined cellular and humoral immune defects with granulomas	
RAG2	C2673536	Combined cellular and humoral immune defects with granulomas	
RAI1	C0795864	Smith-Magenis syndrome	
RANBP2	C0085584	Encephalopathy, acute, infection-induced, 4, susceptibility to	
RAPSN	C0022972	Myasthenic syndrome, congenital, 8	
RARB	C3809803	Microphthalmia, syndromic 12	
RARS	C4015323	Leukodystrophy, hypomyelinating, 9	
RARS2	C1969084	Pontocerebellar hypoplasia type 6	
RASA1	C1419277	Capillary malformation-arteriovenous malformation	
RASA1	C0022739	Parkes Weber syndrome	
RASGRP2	C0005818	Platelet-type bleeding disorder 15	
RAX	C1970237	Microphthalmia, isolated 3	
RAX2	C1835865	Cone-rod dystrophy 11	
RAX2	C0393541	Distal spinal muscular atrophy, X-linked 3	
SIGMAR1	C0393541	Distal spinal muscular atrophy, X-linked 3	
RB1	C0035335	Retinoblastoma	
RB1	C0149925	Small cell lung cancer	
RBBP8	C1847572	Microcephalic osteodysplastic primordial dwarfism type 2	
RBBP8	C0025958	Microcephaly 16, primary, autosomal recessive	
RBCK1	C4014605	Polyglucosan body myopathy 1 with or without immunodeficiency	
RBM10	C1839463	TARP syndrome	
RBM28	C2677535	Alopecia, neurologic defects, and endocrinopathy syndrome	
RBM8A	C0175703	Radial aplasia-thrombocytopenia syndrome	
RBMX	C1846145	Mental retardation X-linked syndromic 11	
RBP3	C3715216	Retinitis pigmentosa 66	
RBP4	C0854723	RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA	
RBP4	C0026010	Microphthalmia syndromic 6	
RBPJ	C3553748	Adams-Oliver syndrome 3	
RCBTB1	C0854723	RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA	
RD3	C1857743	Leber congenital amaurosis 12	
RDH11	C0854723	RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA	
RDH12	C2675186	Leber congenital amaurosis 13	
RDX	C0011053	Deafness, autosomal recessive 44	
RECQL4	C0032339	Rothmund-Thomson syndrome	
RECQL4	C0265308	Baller-Gerold syndrome	
RECQL4	C1849453	Rapadilino syndrome	
REEP1	C1853247	Spastic paraplegia 31, autosomal dominant	
REEP2	C3810160	Spastic paraplegia 72, autosomal recessive	
REEP6	C4310626	Retinitis pigmentosa 77	
RELN	C0796089	Lissencephaly 2, X-linked	
RELN	C0014544	Epilepsy	
REN	C0235419	Hyperuricemic nephropathy, familial juvenile, 2	
RERE	C1535926	Neurodevelopmental disorder with midbrain and hindbrain malformations	
REST	C3891301	Wilms tumor 6	
RET	C2931876	Hirschsprung disease 1	
RFT1	C1538829	Congenital disorder of glycosylation type 1N	
RFX6	C2748662	Mitchell-Riley syndrome	
RGR	C3151068	Retinitis pigmentosa 44	
RGS9	C1842073	Prolonged electroretinal response suppression	
RGS9BP	C1842073	Prolonged electroretinal response suppression	
RHAG	C1849387	Rh-null, regulator type	
RHAG	C1861455	Stomatocytosis I	
STOM	C1861455	Stomatocytosis I	
RHBDF2	C0473572	Howel-Evans syndrome	
RHCE	C0005810	Langereis blood group	
RHO	C0339535	Congenital stationary night blindness, type 2B	
RHO	C3151001	Retinitis pigmentosa 4	
RIMS1	C1863634	Cone-rod dystrophy 7	
RIN2	C2751321	Macrocephaly, alopecia, cutis laxa, and scoliosis	
RIPK4	C0265259	Popliteal pterygium syndrome	
RIPOR2	C0011053	Deafness, autosomal recessive 44	
RIPPLY2	C0265343	Spondylocostal dysostosis 1, autosomal recessive	
RIT1	C3809233	Noonan syndrome 8	
RLBP1	C1843815	Newfoundland rod-cone dystrophy	
RLBP1	C1843816	Bothnia retinal dystrophy	
RLIM	C0025362	Mental retardation 63, X-linked	
RMND1	C3554067	Combined oxidative phosphorylation deficiency 11	
RMRP	C0265290	Metaphyseal chondrodysplasia, Schmid type	
RMRP	C1834821	Metaphyseal dysplasia without hypotrichosis	
RMRP	C1846796	Anauxetic dysplasia 2	
RMRP	C0220748	Cartilage-Hair Hypoplasia-Anauxetic Dysplasia Spectrum Disorders	
RNASEH1	C0162674	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4	
RNASEH2A	C1835912	Aicardi Goutieres syndrome 4	
RNASEH2A	C0393591	Aicardi Goutieres syndrome	
RNASEH2B	C0393591	Aicardi Goutieres syndrome	
RNASEH2C	C0393591	Aicardi Goutieres syndrome	
SAMHD1	C0393591	Aicardi Goutieres syndrome	
TREX1	C0393591	Aicardi Goutieres syndrome	
RNASEH2B	C3489724	Aicardi Goutieres syndrome 2	
RNASEH2C	C1826838	Aicardi Goutieres syndrome 3	
RNASEL	C0376358	Malignant tumor of prostate	
RNASET2	C2751843	Leukoencephalopathy, cystic, without megalencephaly	
RNF113A	C0432267	Trichothiodystrophy 1, photosensitive	
RNF125	C4015710	Tenorio syndrome	
RNF135	C0221355	Macrocephaly, dysmorphic facies, and psychomotor retardation	
RNF168	C2677792	Riddle syndrome	
RNF170	C1837015	Ataxia, sensory, autosomal dominant	
RNF212	C2677576	Recombination rate quantitative trait locus 1	
RNF213	C1846689	Moyamoya disease 2	
RNF216	C1859305	Gordon Holmes syndrome	
RNF43	C4310714	Sessile serrated polyposis cancer syndrome	
RNU4ATAC	C1846059	Roifman syndrome	
RNU4ATAC	C0432244	Osteodysplastic primordial dwarfism, type 1	
ROBO2	C1970483	Vesicoureteral reflux 2	
ROBO3	C1846496	Gaze palsy, familial horizontal, with progressive scoliosis	
ROGDI	C0406740	Kohlschutter's syndrome	
ROR2	C1849334	Robinow syndrome, autosomal recessive	
ROR2	C0221357	Brachydactyly, type a1, d	
RORC	C4225266	Immunodeficiency 42	
RP1	C0220701	Retinitis pigmentosa 1	
RP1L1	C3150833	Occult macular dystrophy	
RP2	C2681923	Retinitis pigmentosa 2	
RP9	C1867300	Retinitis pigmentosa 9	
RPE65	C1859844	Leber congenital amaurosis 2	
RPE65	C3151086	Retinitis pigmentosa 20	
RPGR	C1845667	Retinitis pigmentosa 15	
RPGR	C3151784	Macular degeneration, X-linked atrophic	
RPGRIP1	C1854260	Leber congenital amaurosis 6	
RPGRIP1	C2750720	Cone-rod dystrophy 13	
RPGRIP1L	C3714506	Meckel syndrome type 6	
RPGRIP1L	C1969053	Joubert syndrome 7	
RPIA	C1291609	Deficiency of ribose-5-phosphate isomerase	
RPL10	C3275438	Autism, susceptibility to, X-linked 5	
RPL10	C0025362	Mental retardation 63, X-linked	
RPL11	C2675512	Diamond-Blackfan anemia 7	
RPL11	C1260899	Diamond-Blackfan anemia	
RPL35A	C1260899	Diamond-Blackfan anemia	
RPL5	C1260899	Diamond-Blackfan anemia	
RPS10	C1260899	Diamond-Blackfan anemia	
RPS17	C1260899	Diamond-Blackfan anemia	
RPS19	C1260899	Diamond-Blackfan anemia	
RPS24	C1260899	Diamond-Blackfan anemia	
RPS26	C1260899	Diamond-Blackfan anemia	
RPS7	C1260899	Diamond-Blackfan anemia	
RPL15	C3809888	Diamond-Blackfan anemia 12	
RPL21	C4014563	Hypotrichosis 12	
RPL26	C3554042	Diamond-Blackfan anemia 11	
RPL27	C1260899	Diamond-Blackfan anemia	
RPL35A	C2675859	Diamond-Blackfan anemia 5	
RPL5	C0265265	Aase syndrome	
RPS10	C2750081	Diamond-Blackfan anemia 9	
RPS14	C0740302	5q- syndrome	
RPS17	C2675860	Diamond-Blackfan anemia 4	
RPS19	C2676137	Diamond-Blackfan anemia 1	
RPS23	C0039082	C-like syndrome	
RPS24	C1857719	Diamond-Blackfan anemia 3	
RPS26	C2750080	Diamond-Blackfan anemia 10	
RPS27	C1260899	Diamond-Blackfan anemia	
RPS28	C4225411	Diamond-Blackfan anemia 15 with mandibulofacial dysostosis	
RPS29	C4014641	Diamond-Blackfan anemia 13	
RPS6KA3	C0265252	Coffin-Lowry syndrome	
RPS6KA3	C0796225	Mental retardation, X-linked 19	
RPS7	C2675511	Diamond-Blackfan anemia 8	
RPSA	C0600031	Asplenia, isolated congenital	
RRM2B	C0342782	Mitochondrial DNA depletion syndrome, hepatocerebral form	
RRM2B	C2751319	Autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 5	
RS1	C0271091	Juvenile retinoschisis	
RSPH3	C0008780	Primary ciliary dyskinesia 23	
RSPH4A	C2675229	Ciliary dyskinesia, primary, 11	
RSPH9	C2675228	Ciliary dyskinesia, primary, 12	
RSPO1	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	
RSPO4	C0265998	Anonychia	
RSPRY1	C0432211	Spondyloepimetaphyseal dysplasia X-linked	
RTEL1	C3502105	Dyskeratosis congenita, autosomal recessive, 5	
RTEL1	C0034069	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	
RTN2	C0037772	Spastic paraplegia 9	
RTN4IP1	C0029124	Optic atrophy 10 with or without ataxia, mental retardation, and seizures	
RTTN	C0025958	Microcephaly 16, primary, autosomal recessive	
RUBCN	C3810326	Spinocerebellar ataxia, autosomal recessive 15	
RUNX1	C1832388	Familial platelet disorder with associated myeloid malignancy	
RUNX2	C0008928	Cleidocranial dysostosis	
RUNX2	C1834969	Metaphyseal dysplasia with maxillary hypoplasia and brachydactyly	
RYR1	C0751951	Central core disease	
RYR1	C1850674	Minicore myopathy with external ophthalmoplegia	
RYR1	C0360714	Statin-induced myopathy	
SLCO1B1	C0360714	Statin-induced myopathy	
RYR1	C0270962	Multiminicore Disease	
SELENON	C0270962	Multiminicore Disease	
RYR2	C1832931	Arrhythmogenic right ventricular dysplasia, familial, 2	
S1PR2	C0011053	Deafness, autosomal recessive 44	
SACS	C1849140	Spastic ataxia Charlevoix-Saguenay type	
SAG	C1306122	Oguchi's disease	
SAG	C3151061	Retinitis pigmentosa 47	
SALL1	C0265246	Townes-Brocks syndrome 2	
SALL2	C0009363	Coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness	
SALL4	C1327918	IVIC syndrome	
SALL4	C1623209	Duane-radial ray syndrome	
SAMD9	C0263628	Tumoral calcinosis, familial, normophosphatemic	
SAMD9	C4284088	Mirage syndrome	
SAMD9L	C1327919	Myelocerebellar disorder	
SAMHD1	C1423837	Aicardi Goutieres syndrome 5	
SAMHD1	C3280721	Chilblain lupus 2	
SAR1B	C0795956	Chylomicron retention disease	
SARDH	C0268563	Sarcosine dehydrogenase deficiency	
SARS2	C0740394	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	
SATB2	C2676739	Chromosome 2q32-q33 deletion syndrome	
SBDS	C0272170	Shwachman syndrome	
SBF1	C3695063	Charcot-Marie-Tooth disease, type 4B3	
SBF2	C1858278	Charcot-Marie-Tooth disease, type 4B2	
SC5D	C1846421	Lathosterolosis	
SCARB1	C1853096	High density lipoprotein cholesterol level quantitative trait locus 6	
SCARB2	C0014544	Epilepsy	
SCARF2	C1833136	Marden Walker like syndrome	
SCN10A	C3809893	Episodic pain syndrome, familial, 2	
SCN11A	C3809882	Neuropathy, hereditary sensory and autonomic, type VII	
SCN11A	C3809899	Episodic pain syndrome, familial, 3	
SCN1A	C0751122	Severe myoclonic epilepsy in infancy	
SCN9A	C0751122	Severe myoclonic epilepsy in infancy	
SCN1A	C3502809	Generalized epilepsy with febrile seizures plus, type 6	
SCN1B	C3502809	Generalized epilepsy with febrile seizures plus, type 6	
SCN1B	C2748541	Brugada syndrome 5	
SCN1B	C3809311	Atrial fibrillation, familial, 13	
SCN1B	C0543888	Epileptic encephalopathy, early infantile, 29	
SCN2A	C0220669	Benign familial neonatal-infantile seizures	
SCN2A	C3463992	Early infantile epileptic encephalopathy 8	
SCN2A	C1419858	SCN2A-related generalized epilepsy with febrile seizures plus	
SCN2B	C3809312	Atrial fibrillation, familial, 14	
SCN3B	C2751088	Brugada syndrome 7	
SCN4A	C2931826	Potassium aggravated myotonia	
SCN4A	C0221055	Paramyotonia congenita of von Eulenburg	
SCN4A	C2750061	Hypokalemic periodic paralysis, type 2	
SCN4A	C0238357	Hyperkalemic Periodic Paralysis Type 1	
SCN4B	C2678484	Long QT syndrome 10	
SCN5A	C0038644	SUDDEN INFANT DEATH SYNDROME	
SCN5A	C1837845	Sick sinus syndrome 1, autosomal recessive	
SCN5A	C1859062	Long QT syndrome 3	
SCN5A	C1879286	Progressive familial heart block type 1A	
SCN5A	C3151464	Atrial fibrillation, familial, 10	
SCN8A	C3280415	Cognitive impairment with or without cerebellar ataxia	
SCN8A	C3463992	Early infantile epileptic encephalopathy 8	
SCN8A	C0036572	Seizures, Febrile	
SCN9A	C0014805	Primary erythromelalgia	
SCN9A	C1833661	Paroxysmal extreme pain disorder	
SCN9A	C1855739	Indifference to pain, congenital, autosomal recessive	
SCN9A	C2751778	Generalized epilepsy with febrile seizures plus, type 7	
SCNN1A	C1449843	Pseudohypoaldosteronism type 1 autosomal recessive	
SCNN1B	C1449843	Pseudohypoaldosteronism type 1 autosomal recessive	
SCNN1G	C1449843	Pseudohypoaldosteronism type 1 autosomal recessive	
SCNN1A	C2751666	Bronchiectasis with or without elevated sweat chloride 2	
SCNN1B	C3854315	Pseudoprimary hyperaldosteronism	
SCNN1G	C3854315	Pseudoprimary hyperaldosteronism	
SCNN1G	C2751324	Bronchiectasis with or without elevated sweat chloride 3	
SCO2	C1837148	Myopia 6	
SCO2	C0268237	Cytochrome-c oxidase deficiency	
SCP2	C3150990	Leukoencephalopathy with dystonia and motor neuropathy	
SCYL1	C0087012	Spinocerebellar ataxia, autosomal recessive 17	
SDCCAG8	C3150877	Senior-Loken syndrome 7	
SDCCAG8	C3889474	Bardet-Biedl syndrome 16	
SDHA	C1855008	Mitochondrial complex II deficiency	
SDHAF1	C1855008	Mitochondrial complex II deficiency	
SDHD	C1855008	Mitochondrial complex II deficiency	
SDHA	C3279992	Paragangliomas 5	
SDHAF2	C1866552	Paragangliomas 2	
SDHB	C1847319	Paraganglioma and gastric stromal sarcoma	
SDHC	C1847319	Paraganglioma and gastric stromal sarcoma	
SDHD	C1847319	Paraganglioma and gastric stromal sarcoma	
SDHB	C1861848	Paragangliomas 4	
SDHB	C3552552	Cowden syndrome 2	
SDHC	C1854336	Paragangliomas 3	
SDHD	C0349535	Carcinoid tumor of intestine	
SDHD	C0030421	Paragangliomas 1	
SDHD	C3554516	Cowden syndrome 3	
SDR9C7	C0020757	Ichthyosis, congenital, autosomal recessive 12	
SEC23A	C1843042	Craniolenticulosutural dysplasia	
SEC23B	C1306589	Congenital dyserythropoietic anemia, type II	
SEC23B	C4225179	Cowden syndrome 7	
SEC24D	C4225382	Cole-Carpenter syndrome 2	
SEC61A1	C0235419	Hyperuricemic nephropathy, familial juvenile, 2	
SEC63	C4310769	Polycystic liver disease 2	
SECISBP2	C1864761	Thyroid hormone metabolism, abnormal	
SELENON	C0410180	Eichsfeld type congenital muscular dystrophy	
SEMA3A	C3554021	Hypogonadotropic hypogonadism 16 with or without anosmia	
SEMA4A	C1846529	Cone-rod dystrophy 10	
SEMA4A	C1853214	Retinitis pigmentosa 35	
SEMA7A	C3553633	John Milton Hagen blood group system	
SEPSECS	C0266468	Pontocerebellar hypoplasia type 2D	
SEPSECS	C2932714	Pontocerebellar hypoplasia type 2	
TSEN2	C2932714	Pontocerebellar hypoplasia type 2	
TSEN34	C2932714	Pontocerebellar hypoplasia type 2	
TSEN54	C2932714	Pontocerebellar hypoplasia type 2	
12-Sep	C3553793	Spermatogenic failure 10	
9-Sep	C1834304	Amyotrophy, hereditary neuralgic	
SERAC1	C0278026	3-Methylglutaconic aciduria	
SERPINA1	C0221757	Alpha-1-antitrypsin deficiency	
SERPINA6	C1852529	Corticosteroid-binding globulin deficiency	
SERPINA7	C1839141	Thyroxine-binding globulin deficiency	
SERPINA7	C4310821	Thyroxine-binding globulin quantitative trait locus	
SERPINB6	C3150704	Deafness, autosomal recessive 91	
SERPINB7	C3810072	Palmoplantar keratoderma, nagashima type	
SERPINB8	C4310710	Peeling skin syndrome 5	
SERPINC1	C0272375	Antithrombin III deficiency	
SERPIND1	C0398626	Heparin cofactor II deficiency	
SERPINE1	C2750067	Plasminogen activator inhibitor type 1 deficiency	
SERPINF1	C3279564	Osteogenesis imperfecta, type VI	
SERPINF2	C3489734	Anti-plasmin deficiency, congenital	
SERPING1	C1852700	Complement component 4, partial deficiency of	
SERPING1	C0398775	Hereditary angioedema type 1	
SERPINH1	C0729264	Preterm premature rupture of membranes	
SERPINI1	C0085584	Encephalopathy, acute, infection-induced, 4, susceptibility to	
SETBP1	C0265227	Schinzel-Giedion syndrome	
SETBP1	C0025362	Mental retardation 63, X-linked	
SETD2	C4085873	Luscan-lumish syndrome	
SETD5	C3810406	Mental retardation, autosomal dominant 23	
SETX	C0752120	Spinocerebellar ataxia 1	
SF3B4	C0265245	Nager syndrome	
SFRP4	C0265294	Intrauterine growth retardation, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies	
SFTPB	C1968602	Surfactant metabolism dysfunction, pulmonary, 1	
SFXN4	C3810001	Combined oxidative phosphorylation deficiency 18	
SGCA	C2936331	Sarcoglycanopathies	
SGCG	C2936331	Sarcoglycanopathies	
SGCB	C1858593	Limb-girdle muscular dystrophy, type 2E	
SGCG	C0410173	Severe autosomal recessive muscular dystrophy of childhood - North African type	
SGO1	C4015474	Chronic atrial and intestinal dysrhythmia	
SGSH	C0026703	Mucopolysaccharidosis, MPS-IV-B	
SH2D1A	C3552634	Lymphoproliferative syndrome 1, X-linked	
XIAP	C3552634	Lymphoproliferative syndrome 1, X-linked	
SH3BP2	C0008029	Fibrous dysplasia of jaw	
SH3PXD2B	C1855305	Frank Ter Haar syndrome	
SH3TC2	C1866636	Charcot-Marie-Tooth disease, type 4C	
SH3TC2	C3150596	Mononeuropathy of the median nerve, mild	
SHANK2	C0004352	Autism 15	
SHANK3	C0039082	C-like syndrome	
SHANK3	C3151380	Schizophrenia 15	
SHH	C1840235	Single upper central incisor	
SHH	C1840529	Holoprosencephaly 3	
SHH	C0026010	Microphthalmia syndromic 6	
SHOC2	C3501846	Noonan-like syndrome with loose anagen hair	
SHPK	C1291373	Sedoheptulokinase deficiency	
SHROOM4	C1845530	Stocco dos Santos syndrome	
SI	C1283620	Sucrase-isomaltase deficiency	
SIAE	C0004364	Autoimmune disease 1	
SIGMAR1	C3280587	Amyotrophic lateral sclerosis 16, juvenile	
SIK1	C0543888	Epileptic encephalopathy, early infantile, 29	
SIL1	C1515101	SjÌ¦gren-Larsson syndrome	
SIN3A	C4310804	Witteveen-kolk syndrome	
SIPA1L3	C4225182	Cataract 45	
SIX1	C1842124	Branchiootic syndrome 3	
SIX1	C1854594	Deafness, autosomal dominant 23	
SIX3	C1834877	Holoprosencephaly 2	
SIX5	C1970479	Branchiootorenal syndrome 2	
SIX6	C0086543	Cataract, autosomal recessive congenital 5	
SIX6	C0026010	Microphthalmia syndromic 6	
SOX2	C0026010	Microphthalmia syndromic 6	
SKI	C1321551	Shprintzen-Goldberg syndrome	
SKIV2L	C3281289	Trichohepatoenteric syndrome 2	
SLC10A2	C2750087	Bile acid malabsorption, primary	
SLC11A1	C1864868	Buruli ulcer, susceptibility to	
SLC11A2	C2673913	Hypochromic microcytic anemia with iron overload	
SLC12A1	C0004775	Bartter syndrome, type 2, antenatal	
SLC12A3	C0268450	Familial hypokalemia-hypomagnesemia	
SLC12A5	C0014544	Epilepsy	
SLC12A5	C3463992	Early infantile epileptic encephalopathy 8	
SLC12A6	C0795950	Andermann syndrome	
SLC13A5	C0543888	Epileptic encephalopathy, early infantile, 29	
SLC14A1	C0005810	Langereis blood group	
SLC16A1	C1855577	Erythrocyte lactate transporter defect	
SLC16A1	C1864902	Exercise-induced hyperinsulinemic hypoglycemia	
SLC16A1	C4015186	Monocarboxylate transporter 1 deficiency	
SLC16A12	C2677587	Cataract, juvenile, with microcornea and glucosuria	
SLC16A2	C0795889	Allan-Herndon-Dudley syndrome	
SLC17A3	C0041980	Uric acid concentration, serum, quantitative trait locus 1	
SLC17A5	C0342853	Sialic acid storage disease, severe infantile type	
SLC17A8	C0011053	Deafness, autosomal recessive 44	
SLC17A9	C4015128	Porokeratosis 8, disseminated superficial actinic type	
SLC18A3	C0022972	Myasthenic syndrome, congenital, 8	
SLC19A2	C0002888	Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness	
SLC19A3	C1843807	Basal ganglia disease, biotin-responsive	
SLC1A1	C3808913	Schizophrenia 18	
SLC1A2	C0543888	Epileptic encephalopathy, early infantile, 29	
SLC1A4	C0426970	Spastic tetraplegia, thin corpus callosum, and progressive microcephaly	
SLC22A12	C0473219	Familial renal hypouricemia	
SLC22A18	C1849385	Rhabdomyosarcoma 1	
SLC22A5	C0342788	Renal carnitine transport defect	
SLC24A1	C0339535	Congenital stationary night blindness, type 2B	
SLC24A4	C0037290	Skin/hair/eye pigmentation, variation in, 9	
SLC24A4	C0002452	Amelogenesis imperfecta, type IJ	
SLC24A5	C2676042	Skin/hair/eye pigmentation, variation in, 4	
SLC25A1	C2746066	Combined d-2- and l-2-hydroxyglutaric aciduria	
SLC25A12	C2751855	Hypomyelination, global cerebral	
SLC25A13	C1112213	Neonatal intrahepatic cholestasis caused by citrin deficiency	
SLC25A13	C1863844	Citrullinemia type II	
SLC25A13	C1997910	Citrin deficiency	
SLC25A15	C0268540	Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome	
SLC25A19	C1846648	Amish lethal microcephaly	
SLC25A19	C3150329	Striatal necrosis, bilateral, and progressive polyneuropathy	
SLC25A20	C0342791	Carnitine acylcarnitine translocase deficiency	
SLC25A22	C0270855	Early myoclonic encephalopathy	
SLC25A26	C4225206	Combined oxidative phosphorylation deficiency 28	
SLC25A3	C1835845	Mitochondrial phosphate carrier deficiency	
SLC25A32	C0424551	Exercise intolerance, riboflavin-responsive	
SLC25A4	C1836460	Autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 2	
SLC25A4	C0342782	Mitochondrial DNA depletion syndrome, hepatocerebral form	
SLC25A46	C0442874	Neuropathy ataxia retinitis pigmentosa syndrome	
SLC26A1	C1833683	Calcium oxalate urolithiasis	
SLC26A2	C0026707	Spondyloepiphyseal dysplasia, kimberley type	
SLC26A2	C0220726	Diastrophic dysplasia	
SLC26A2	C0001079	Achondrogenesis, type II	
SLC26A2	C1847593	Multiple epiphyseal dysplasia 4	
SLC26A2	C1850554	Atelosteogenesis type 2	
SLC26A3	C0267661	Congenital secretory diarrhea, chloride type	
SLC26A5	C3151230	Deafness, autosomal recessive 61	
SLC26A8	C1847540	Spermatogenic failure 3	
SLC27A4	C1837610	Ichthyosis prematurity syndrome	
SLC29A3	C1864445	Histiocytosis-lymphadenopathy plus syndrome	
SLC2A1	C1837206	Stomatin-deficient cryohydrocytosis with neurologic defects	
SLC2A10	C1859726	Arterial tortuosity syndrome	
SLC2A2	C3495427	Fanconi-Bickel syndrome	
SLC2A9	C0473219	Familial renal hypouricemia	
SLC30A10	C2750442	Hypermanganesemia with dystonia 1	
SLC30A2	C0235950	Zinc deficiency, transient neonatal	
SLC33A1	C2675528	Spastic paraplegia 42, autosomal dominant	
SLC33A1	C3280965	Congenital cataracts, hearing loss, and neurodegeneration	
SLC34A1	C0020437	Hypercalcemia, infantile, 2	
SLC34A1	C0022650	Kidney Calculi	
SLC34A1	C3150652	Fanconi renotubular syndrome 2	
SLC34A2	C0155912	PULMONARY ALVEOLAR MICROLITHIASIS	
SLC34A2	C1864873	Testicular microlithiasis	
SLC34A3	C1853271	Autosomal recessive hypophosphatemic bone disease	
SLC35A2	C3806688	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIm	
SLC35A3	C3809910	Arthrogryposis, mental retardation, and seizures	
SLC35C1	C0398739	Congenital disorder of glycosylation type 2C	
SLC35D1	C0432194	Schneckenbecken dysplasia	
SLC36A2	C0268654	Iminoglycinuria	
SLC6A19	C0268654	Iminoglycinuria	
SLC6A20	C0268654	Iminoglycinuria	
SLC36A2	C0543541	Hyperglycinuria	
SLC6A19	C0543541	Hyperglycinuria	
SLC6A20	C0543541	Hyperglycinuria	
SLC37A4	C0268146	Glucose-6-phosphate transport defect	
SLC37A4	C0342749	Phosphate transport defect	
SLC38A8	C3807873	Foveal hypoplasia 2	
SLC39A13	C2676510	Spondylocheirodysplasia, Ehlers-Danlos syndrome-like	
SLC39A14	C4310765	Hypermanganesemia with dystonia 2	
SLC39A4	C0221036	Hereditary acrodermatitis enteropathica	
SLC39A5	C4014762	Myopia 24, autosomal dominant	
SLC39A8	C0282577	Congenital disorder of glycosylation	
SLC3A1	C0010691	Cystinuria	
SLC7A9	C0010691	Cystinuria	
SLC40A1	C1853733	Hemochromatosis type 4	
SLC45A1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	
SLC45A2	C3647231	Oculocutaneous albinism type 4	
SLC45A2	C0037290	Skin/hair/eye pigmentation, variation in, 9	
SLC46A1	C0342705	Congenital defect of folate absorption	
SLC4A1	C0005810	Langereis blood group	
SLC4A1	C0001126	Renal tubular acidosis, distal, autosomal dominant	
SLC4A1	C1832168	BLOOD GROUP--FROESE	
SLC4A1	C0013902	Hereditary elliptocytosis	
SLC4A1	C1861453	Pseudohyperkalemia Cardiff	
SLC4A11	C1861453	Pseudohyperkalemia Cardiff	
SLC4A1	C1862191	BLOOD GROUP--WALDNER TYPE	
SLC4A1	C0553720	Spherocytosis type 1	
SLC4A11	C1857569	Corneal endothelial dystrophy type 2	
SLC4A11	C1857572	Corneal dystrophy and perceptive deafness	
SLC4A11	C2750450	Corneal dystrophy, Fuchs endothelial, 4	
SLC4A4	C0268435	Renal tubular acidosis, proximal, with ocular abnormalities and mental retardation	
SLC52A1	C0035528	Riboflavin deficiency	
SLC52A2	C3553538	Brown-Vialetto-Van Laere syndrome 2	
SLC52A3	C0393540	Progressive bulbar palsy of childhood	
SLC52A3	C0796274	Brown-Vialetto-Van Laere syndrome 1	
SLC5A1	C0268186	Congenital glucose-galactose malabsorption	
SLC5A2	C0017980	Familial renal glucosuria	
