Gene Symbol	CUI Term	Phenotype Name	
ADAMTS10	C0011615	Dermatitis, Atopic	
ACTL9	C0011615	Dermatitis, Atopic	
FLG-AS1	C0011615	Dermatitis, Atopic	
KIF3A	C0011615	Dermatitis, Atopic	
CLEC16A	C0011615	Dermatitis, Atopic	
IL15RA	C0011615	Dermatitis, Atopic	
IL2RA	C0011615	Dermatitis, Atopic	
PTPRN2	C0011615	Dermatitis, Atopic	
MIR6720	C0011615	Dermatitis, Atopic	
ELF2P2	C0011615	Dermatitis, Atopic	
IL6R	C0011615	Dermatitis, Atopic	
TNFRSF6B	C0011615	Dermatitis, Atopic	
MRPS21	C0011615	Dermatitis, Atopic	
HLA-DRB1	C0011615	Dermatitis, Atopic	
HLA-DQA1	C0011615	Dermatitis, Atopic	
RPL6P25	C0011615	Dermatitis, Atopic	
SLC6A15	C0011615	Dermatitis, Atopic	
REL	C0011615	Dermatitis, Atopic	
CARD11	C0011615	Dermatitis, Atopic	
SDK1	C0011615	Dermatitis, Atopic	
CD207	C0011615	Dermatitis, Atopic	
VAX2	C0011615	Dermatitis, Atopic	
UBA52P6	C0011615	Dermatitis, Atopic	
DMRTA1	C0011615	Dermatitis, Atopic	
LGMNP1	C0011615	Dermatitis, Atopic	
STARP1	C0011615	Dermatitis, Atopic	
EFHC1	C0011615	Dermatitis, Atopic	
CYP24A1	C0011615	Dermatitis, Atopic	
PFDN4	C0011615	Dermatitis, Atopic	
LINC00299	C0011615	Dermatitis, Atopic	
SNRPEP5	C0011615	Dermatitis, Atopic	
XIRP2	C0011615	Dermatitis, Atopic	
XIRP2-AS1	C0011615	Dermatitis, Atopic	
LINC01209	C0011615	Dermatitis, Atopic	
MTND5P15	C0011615	Dermatitis, Atopic	
IKZF3	C0011615	Dermatitis, Atopic	
MYT1L	C0011615	Dermatitis, Atopic	
PUS10	C0011615	Dermatitis, Atopic	
NBAS	C0011615	Dermatitis, Atopic	
ZGLP1	C0011615	Dermatitis, Atopic	
TRPC3	C0011615	Dermatitis, Atopic	
KIAA1109	C0011615	Dermatitis, Atopic	
RNA5SP299	C0011615	Dermatitis, Atopic	
LINC00709	C0011615	Dermatitis, Atopic	
RNF111	C0011615	Dermatitis, Atopic	
STAT3	C0011615	Dermatitis, Atopic	
CEP76	C0011615	Dermatitis, Atopic	
PTPN2	C0011615	Dermatitis, Atopic	
ALDH7A1P4	C0011615	Dermatitis, Atopic	
ADO	C0011615	Dermatitis, Atopic	
THA1P	C0011615	Dermatitis, Atopic	
SOCS3	C0011615	Dermatitis, Atopic	
LOC101927260	C0011615	Dermatitis, Atopic	
HNRNPA1P74	C0011615	Dermatitis, Atopic	
RSL24D1	C0011615	Dermatitis, Atopic	
SCAPER	C0011615	Dermatitis, Atopic	
LINC00824	C0011615	Dermatitis, Atopic	
CHST8	C0011615	Dermatitis, Atopic	
MGMT	C0011615	Dermatitis, Atopic	
KRT8P26	C0011615	Dermatitis, Atopic	
THEMIS	C0011615	Dermatitis, Atopic	
IL1R1	C0011615	Dermatitis, Atopic	
PRR5L	C0011615	Dermatitis, Atopic	
MFN2	C0011615	Dermatitis, Atopic	
IL2	C0011615	Dermatitis, Atopic	
IL21	C0011615	Dermatitis, Atopic	
PKDCC	C0011615	Dermatitis, Atopic	
DDX39B	C0011615	Dermatitis, Atopic	
ATP6V1G2-DDX39B	C0011615	Dermatitis, Atopic	
AKAP8P1	C0011615	Dermatitis, Atopic	
JKAMPP1	C0011615	Dermatitis, Atopic	
GRM4	C0011615	Dermatitis, Atopic	
STEAP2-AS1	C0011615	Dermatitis, Atopic	
SMARCA4	C0011615	Dermatitis, Atopic	
LDLR	C0011615	Dermatitis, Atopic	
TGM3	C0011615	Dermatitis, Atopic	
OR2W5	C0011615	Dermatitis, Atopic	
NCF4	C0011615	Dermatitis, Atopic	
R3HCC1L	C0011615	Dermatitis, Atopic	
MRPL49P2	C0011615	Dermatitis, Atopic	
FGF20	C0011615	Dermatitis, Atopic	
KPNA3	C0011615	Dermatitis, Atopic	
USP12PY	C0010417	Cryptorchidism	
RNF19BPY	C0010417	Cryptorchidism	
LRRC4C	C0010417	Cryptorchidism	
MSRA	C0010417	Cryptorchidism	
IMMP2L	C0010417	Cryptorchidism	
RALYL	C0010417	Cryptorchidism	
UBE2V1P3	C0010417	Cryptorchidism	
NFIA	C0010417	Cryptorchidism	
AGAP7P	C0010417	Cryptorchidism	
ANTXRLP1	C0010417	Cryptorchidism	
GOT2P1	C0010417	Cryptorchidism	
RPSAP20	C0010417	Cryptorchidism	
DDR1	C0010417	Cryptorchidism	
TRPC4	C0010417	Cryptorchidism	
HSPD1P9	C0010417	Cryptorchidism	
CADM1	C0010417	Cryptorchidism	
GLIS3	C0010417	Cryptorchidism	
CCDC140	C0010417	Cryptorchidism	
SGPP2	C0010417	Cryptorchidism	
MIR3654	C0010417	Cryptorchidism	
ST13P7	C0010417	Cryptorchidism	
FER	C0010417	Cryptorchidism	
LINC01081	C0010417	Cryptorchidism	
LINC00917	C0010417	Cryptorchidism	
COQ10BP2	C0010417	Cryptorchidism	
VCAN	C0010417	Cryptorchidism	
DIRAS2	C0010417	Cryptorchidism	
OR7E109P	C0010417	Cryptorchidism	
WDR72	C0010417	Cryptorchidism	
UNC13C	C0010417	Cryptorchidism	
DDHD1	C0010417	Cryptorchidism	
RPS3AP46	C0010417	Cryptorchidism	
FMN1	C0010417	Cryptorchidism	
RPL23P4	C0010417	Cryptorchidism	
MIR4268	C0010417	Cryptorchidism	
CTD-2194D22.4	C0010417	Cryptorchidism	
IRX2	C0010417	Cryptorchidism	
NAV2	C0010417	Cryptorchidism	
TOR1AIP2	C0010417	Cryptorchidism	
BMP2	C0010417	Cryptorchidism	
MIR8062	C0010417	Cryptorchidism	
CTNNA3	C0010417	Cryptorchidism	
SH3RF3	C0010417	Cryptorchidism	
LOC102724819	C0010417	Cryptorchidism	
PTPRD	C0010417	Cryptorchidism	
MYO18B	C0010417	Cryptorchidism	
SOCS5P5	C0010417	Cryptorchidism	
RPS27AP11	C0010417	Cryptorchidism	
EIF4BP4	C0010417	Cryptorchidism	
LYZL4	C0010417	Cryptorchidism	
RPL23AP54	C0010417	Cryptorchidism	
MCPH1	C0010417	Cryptorchidism	
TSPAN15	C0010417	Cryptorchidism	
HNRNPA1P4	C0010417	Cryptorchidism	
TGFBR3	C0010417	Cryptorchidism	
ZNF669	C0010417	Cryptorchidism	
FLJ39095	C0010417	Cryptorchidism	
TDGP1	C0010417	Cryptorchidism	
MIR4302	C0010417	Cryptorchidism	
RNA5SP73	C0010417	Cryptorchidism	
BRINP3	C0010417	Cryptorchidism	
TSHZ1	C0010417	Cryptorchidism	
SMIM21	C0010417	Cryptorchidism	
NT5DC2	C0010417	Cryptorchidism	
SMIM4	C0010417	Cryptorchidism	
ANTXR2	C0010417	Cryptorchidism	
SNTG1	C0010417	Cryptorchidism	
TSPEAR	C0010417	Cryptorchidism	
KRTAP10-8	C0010417	Cryptorchidism	
RPL29P27	C0010417	Cryptorchidism	
FAR2	C0010417	Cryptorchidism	
DCP2	C0010417	Cryptorchidism	
RNA5SP231	C0010417	Cryptorchidism	
AUTS2	C0010417	Cryptorchidism	
RAD51B	C0010417	Cryptorchidism	
GUCY1A3	C0010417	Cryptorchidism	
NCALD	C0010417	Cryptorchidism	
SEMA4D	C0010417	Cryptorchidism	
RNU105B	C0010417	Cryptorchidism	
PLCB4	C0010417	Cryptorchidism	
DLGAP1	C0010417	Cryptorchidism	
AGMO	C0010417	Cryptorchidism	
PHF2	C0010417	Cryptorchidism	
MIR1305	C0010417	Cryptorchidism	
DCTD	C0010417	Cryptorchidism	
LOC643542	C0010417	Cryptorchidism	
LOC101927286	C0010417	Cryptorchidism	
MYO10	C0010417	Cryptorchidism	
SLC35F3	C0010417	Cryptorchidism	
ANKRD34C-AS1	C0010417	Cryptorchidism	
PRKCE	C0010417	Cryptorchidism	
TENM2	C0010417	Cryptorchidism	
ZNF680	C0010417	Cryptorchidism	
SLC25A17	C0010417	Cryptorchidism	
KDM4C	C0010417	Cryptorchidism	
DBIP3	C0010417	Cryptorchidism	
SRL	C0010417	Cryptorchidism	
TMEM178B	C0010417	Cryptorchidism	
LINC01111	C0010417	Cryptorchidism	
IQCE	C0010417	Cryptorchidism	
TTYH3	C0010417	Cryptorchidism	
RNU7-51P	C0010417	Cryptorchidism	
RNU3P3	C0010417	Cryptorchidism	
FAM208A	C0010417	Cryptorchidism	
ARHGEF3	C0010417	Cryptorchidism	
KIF5B	C0010417	Cryptorchidism	
RPS4XP11	C0010417	Cryptorchidism	
GREM1	C0010417	Cryptorchidism	
DYRK1A	C0010417	Cryptorchidism	
LINC00824	C0008924	Cleft Lip	
LINC00977	C0008924	Cleft Lip	
IRF6	C0008924	Cleft Lip	
NTN1	C0008924	Cleft Lip	
DIEXF	C0008924	Cleft Lip	
CREBBP	C0008924	Cleft Lip	
ADCY9	C0008924	Cleft Lip	
HSPE1P1	C0008924	Cleft Lip	
MAFB	C0008924	Cleft Lip	
SHTN1	C0008924	Cleft Lip	
NOG	C0008924	Cleft Lip	
C17orf67	C0008924	Cleft Lip	
ADTRP	C0008924	Cleft Lip	
GTSCR1	C0008924	Cleft Lip	
CBLN2	C0008924	Cleft Lip	
THADA	C0008924	Cleft Lip	
RPL23P4	C0008924	Cleft Lip	
MIR4268	C0008924	Cleft Lip	
RNA5SP291	C0008924	Cleft Lip	
SMC2	C0008924	Cleft Lip	
LINC01080	C0008924	Cleft Lip	
SPRY2	C0008924	Cleft Lip	
GREM1	C0008924	Cleft Lip	
FMN1	C0008924	Cleft Lip	
ANKFN1	C0008924	Cleft Lip	
RPL39P33	C0008924	Cleft Lip	
IRF6	C0008925	Cleft Palate	
NTN1	C0008925	Cleft Palate	
CREBBP	C0008925	Cleft Palate	
ADCY9	C0008925	Cleft Palate	
HSPE1P1	C0008925	Cleft Palate	
MAFB	C0008925	Cleft Palate	
SHTN1	C0008925	Cleft Palate	
RPL23P4	C0008925	Cleft Palate	
MIR4268	C0008925	Cleft Palate	
SLC2A9	C0008925	Cleft Palate	
TF	C0018995	Hemochromatosis	
RET	C0019569	Hirschsprung Disease	
NRG1	C0019569	Hirschsprung Disease	
STIM2	C0019569	Hirschsprung Disease	
MRPL51P1	C0019569	Hirschsprung Disease	
SLC6A20	C0019569	Hirschsprung Disease	
DEFB128	C0019569	Hirschsprung Disease	
DEFB129	C0019569	Hirschsprung Disease	
MEMO1P3	C0019569	Hirschsprung Disease	
HMGN2P26	C0019569	Hirschsprung Disease	
TCF4	C0016781	Fuchs' Endothelial Dystrophy	
PTPRG	C0016781	Fuchs' Endothelial Dystrophy	
DLG2	C0027708	Wilms Tumor	
DDX1	C0027708	Wilms Tumor	
RNU5E-7P	C0027708	Wilms Tumor	
TCN2	C0027708	Wilms Tumor	
PCBP2P3	C0027708	Wilms Tumor	
LDHBP3	C0027708	Wilms Tumor	
NHS	C0027708	Wilms Tumor	
PCSK9	C0027708	Wilms Tumor	
HMGB1P47	C0005689	Bladder Exstrophy	
KATNBL1P4	C0005689	Bladder Exstrophy	
MEGF6	C0005689	Bladder Exstrophy	
EEF1A1P14	C0005689	Bladder Exstrophy	
KCNT2	C0005689	Bladder Exstrophy	
C8orf4	C0005689	Bladder Exstrophy	
ZMAT4	C0005689	Bladder Exstrophy	
PREX2	C0005689	Bladder Exstrophy	
RNA5SP208	C0005689	Bladder Exstrophy	
ADGRB3	C0005689	Bladder Exstrophy	
SMOC2	C0005689	Bladder Exstrophy	
DIRAS2	C0005689	Bladder Exstrophy	
OR7E109P	C0005689	Bladder Exstrophy	
MIR6774	C0005689	Bladder Exstrophy	
LINC01082	C0005689	Bladder Exstrophy	
CELSR1	C0005689	Bladder Exstrophy	
SRIP1	C0005689	Bladder Exstrophy	
MIR548AG1	C0005689	Bladder Exstrophy	
PARM1	C0005689	Bladder Exstrophy	
RCHY1	C0005689	Bladder Exstrophy	
FLJ31662	C0005689	Bladder Exstrophy	
UBE2WP1	C0005689	Bladder Exstrophy	
RPS26P13	C0005689	Bladder Exstrophy	
TFDP1P	C0005689	Bladder Exstrophy	
SYT1	C0005689	Bladder Exstrophy	
NUS1	C0005689	Bladder Exstrophy	
SLC35F1	C0005689	Bladder Exstrophy	
CREB5	C0005689	Bladder Exstrophy	
LINC01243	C0005689	Bladder Exstrophy	
HMGB3P23	C0005689	Bladder Exstrophy	
CCDC15	C0005689	Bladder Exstrophy	
MROH9	C0005689	Bladder Exstrophy	
LIAS	C0005689	Bladder Exstrophy	
RPL9	C0005689	Bladder Exstrophy	
NCKAP5	C0005689	Bladder Exstrophy	
MIR1252	C0005689	Bladder Exstrophy	
MAML3	C0018798	Heart Defects, Congenital	
RNA5SP56	C0018798	Heart Defects, Congenital	
PSMC1P12	C0018798	Heart Defects, Congenital	
MIR4456	C0010674	Cystic Fibrosis	
CEP72	C0010674	Cystic Fibrosis	
MUC4	C0010674	Cystic Fibrosis	
NDUFB8P3	C0010674	Cystic Fibrosis	
APIP	C0010674	Cystic Fibrosis	
AGTR2	C0010674	Cystic Fibrosis	
SLC6A14	C0010674	Cystic Fibrosis	
SLC9A3	C0010674	Cystic Fibrosis	
SLC26A9	C0010674	Cystic Fibrosis	
RAB7B	C0010674	Cystic Fibrosis	
HLA-DRB9	C0010674	Cystic Fibrosis	
HLA-DRB5	C0010674	Cystic Fibrosis	
AHRR	C0010674	Cystic Fibrosis	
RNU6-21P	C0010674	Cystic Fibrosis	
RPS15AP34	C0010674	Cystic Fibrosis	
SLC8A3	C0010674	Cystic Fibrosis	
ATXN2	C0039685	Tetralogy of Fallot	
BRAP	C0039685	Tetralogy of Fallot	
GPC5	C0039685	Tetralogy of Fallot	
RNA5SP299	C0039685	Tetralogy of Fallot	
LINC00709	C0039685	Tetralogy of Fallot	
NRP1	C0039685	Tetralogy of Fallot	
CASC16	C0039685	Tetralogy of Fallot	
CHD9	C0039685	Tetralogy of Fallot	
RARRES1	C0039685	Tetralogy of Fallot	
RPL35AP9	C0039685	Tetralogy of Fallot	
ADD3-AS1	C0005411	Biliary Atresia	
LINC00297	C0005411	Biliary Atresia	
CISTR	C0005411	Biliary Atresia	
HOXC13-AS	C0005411	Biliary Atresia	
COL27A1	C0040517	Tourette Syndrome	
POU1F1	C0040517	Tourette Syndrome	
PVRL1	C0040517	Tourette Syndrome	
IRG1	C0040517	Tourette Syndrome	
RPL7P44	C0040517	Tourette Syndrome	
LSAMP	C0040517	Tourette Syndrome	
LOC101928135	C0040517	Tourette Syndrome	
WDR7	C0040517	Tourette Syndrome	
ZYG11AP1	C0040517	Tourette Syndrome	
CYLC2	C0040517	Tourette Syndrome	
THSD7A	C0040517	Tourette Syndrome	
TMEM106B	C0040517	Tourette Syndrome	
POLR3B	C0040517	Tourette Syndrome	
TRPC4	C0040517	Tourette Syndrome	
PHEX	C0040517	Tourette Syndrome	
LINC01122	C0040517	Tourette Syndrome	
NPM1P10	C0040517	Tourette Syndrome	
HACE1	C0040517	Tourette Syndrome	
YWHABP1	C0040517	Tourette Syndrome	
VN2R3P	C0040517	Tourette Syndrome	
CAMTA1	C0040517	Tourette Syndrome	
HDGFL1	C0040517	Tourette Syndrome	
RPL6P18	C0040517	Tourette Syndrome	
SESN3	C0040517	Tourette Syndrome	
FGFR3P2	C0040517	Tourette Syndrome	
MIR3194	C0040517	Tourette Syndrome	
ATP9A	C0040517	Tourette Syndrome	
CDC42P6	C0040517	Tourette Syndrome	
PPARGC1A	C0040517	Tourette Syndrome	
PICALM	C0040517	Tourette Syndrome	
FNTAP1	C0040517	Tourette Syndrome	
ZNF664-FAM101A	C0009081	Clubfoot	
HAVCR1P2	C0006287	Bronchopulmonary Dysplasia	
TRAM1L1	C0006287	Bronchopulmonary Dysplasia	
STXBP5	C0006287	Bronchopulmonary Dysplasia	
CTNNA3	C0006287	Bronchopulmonary Dysplasia	
PAMR1	C0006287	Bronchopulmonary Dysplasia	
CEP170	C0006287	Bronchopulmonary Dysplasia	
FHIT	C0006287	Bronchopulmonary Dysplasia	
CYP2W1	C0006287	Bronchopulmonary Dysplasia	
GRHL2	C0006287	Bronchopulmonary Dysplasia	
PLXDC2	C0006287	Bronchopulmonary Dysplasia	
KLF12	C0006287	Bronchopulmonary Dysplasia	
CHST9	C0006287	Bronchopulmonary Dysplasia	
PRR16	C0006287	Bronchopulmonary Dysplasia	
RPL23AP44	C0006287	Bronchopulmonary Dysplasia	
VN1R88P	C0006287	Bronchopulmonary Dysplasia	
VN1R89P	C0006287	Bronchopulmonary Dysplasia	
LOC100506457	C0006287	Bronchopulmonary Dysplasia	
TNK2	C0006287	Bronchopulmonary Dysplasia	
CARD17	C0006287	Bronchopulmonary Dysplasia	
ISCA1P1	C0006287	Bronchopulmonary Dysplasia	
HTR1A	C0006287	Bronchopulmonary Dysplasia	
MAGI2	C0006287	Bronchopulmonary Dysplasia	
RPL18P7	C0006287	Bronchopulmonary Dysplasia	
TRPS1	C0006287	Bronchopulmonary Dysplasia	
RASGRF1	C0006287	Bronchopulmonary Dysplasia	
MIR184	C0006287	Bronchopulmonary Dysplasia	
DSC3	C0006287	Bronchopulmonary Dysplasia	
DSC2	C0006287	Bronchopulmonary Dysplasia	
RPL7AP56	C0006287	Bronchopulmonary Dysplasia	
RPL18P8	C0006287	Bronchopulmonary Dysplasia	
HIVEP3	C0006287	Bronchopulmonary Dysplasia	
SPOCK1	C0006287	Bronchopulmonary Dysplasia	
KLHL3	C0006287	Bronchopulmonary Dysplasia	
ZNF770	C0006287	Bronchopulmonary Dysplasia	
NANOGP8	C0006287	Bronchopulmonary Dysplasia	
CLN8	C0017205	Gaucher Disease	
MIR3674	C0017205	Gaucher Disease	
NHLRC2	C0017205	Gaucher Disease	
ADRB1	C0017205	Gaucher Disease	
NTRK3	C0017205	Gaucher Disease	
RPS6P13	C0751587	CADASIL	
GAS1	C0751587	CADASIL	
HAS2-AS1	C0751587	CADASIL	
MRPS36P3	C0751587	CADASIL	
FLJ45513	C0751587	CADASIL	
DLX4	C0751587	CADASIL	
CCDC129	C0751587	CADASIL	
UQCC1	C0019554	Hip Dislocation, Congenital	
PTMAP5	C0013080	Down Syndrome	
GYG1P2	C0013080	Down Syndrome	
THSD7B	C0399352	Anodontia	
MRPL35P2	C0399352	Anodontia	
RPL7AP50	C0399352	Anodontia	
F5	C0034065	Pulmonary Embolism	
ABO	C0034065	Pulmonary Embolism	
F11-AS1	C0034065	Pulmonary Embolism	
F2	C0034065	Pulmonary Embolism	
FGG	C0034065	Pulmonary Embolism	
LRAT	C0034065	Pulmonary Embolism	
FUNDC2	C0034065	Pulmonary Embolism	
SLC44A2	C0034065	Pulmonary Embolism	
PROCR	C0034065	Pulmonary Embolism	
COX7A2L	C0034065	Pulmonary Embolism	
KCNG3	C0034065	Pulmonary Embolism	
TSPAN15	C0034065	Pulmonary Embolism	
TMEM170B	C0034065	Pulmonary Embolism	
ADTRP	C0034065	Pulmonary Embolism	
ICE2P2	C0034065	Pulmonary Embolism	
GAPDHP50	C0034065	Pulmonary Embolism	
KNG1	C0034065	Pulmonary Embolism	
F5	C0038454	Stroke	
ABO	C0038454	Stroke	
UBA52P6	C0038454	Stroke	
DMRTA1	C0038454	Stroke	
PITX2	C0038454	Stroke	
MIR297	C0038454	Stroke	
F11-AS1	C0038454	Stroke	
F2	C0038454	Stroke	
FGG	C0038454	Stroke	
LRAT	C0038454	Stroke	
PSRC1	C0038454	Stroke	
TWIST1	C0038454	Stroke	
ATXN2	C0038454	Stroke	
BRAP	C0038454	Stroke	
LPA	C0038454	Stroke	
FUNDC2	C0038454	Stroke	
SMARCA4	C0038454	Stroke	
PHACTR1	C0038454	Stroke	
HDAC9	C0038454	Stroke	
ABCC1	C0038454	Stroke	
ZFHX3	C0038454	Stroke	
EEF1A1P43	C0038454	Stroke	
RAI1	C0038454	Stroke	
ZC3HC1	C0038454	Stroke	
NINJ2	C0038454	Stroke	
WNK1	C0038454	Stroke	
ZPR1	C0038454	Stroke	
TSPAN2	C0038454	Stroke	
NGF	C0038454	Stroke	
OR10J6P	C0038454	Stroke	
CRPP1	C0038454	Stroke	
SURF6	C0038454	Stroke	
ALDH2	C0038454	Stroke	
WDR12	C0038454	Stroke	
CHD3	C0038454	Stroke	
SLC44A2	C0038454	Stroke	
FAF1	C0038454	Stroke	
PROCR	C0038454	Stroke	
FOXQ1	C0038454	Stroke	
FOXF2	C0038454	Stroke	
RPS15AP30	C0038454	Stroke	
HABP2	C0038454	Stroke	
PPAP2B	C0038454	Stroke	
LNX1	C0038454	Stroke	
EDNRA	C0038454	Stroke	
TCF21	C0038454	Stroke	
CNNM2	C0038454	Stroke	
RPL18P11	C0038454	Stroke	
DNM1P37	C0038454	Stroke	
BAIAP3	C0038454	Stroke	
SLCO1B1	C0038454	Stroke	
CDKN2C	C0038454	Stroke	
RPL28P4	C0038454	Stroke	
LIPC	C0038454	Stroke	
MIR4431	C0038454	Stroke	
ASB3	C0038454	Stroke	
MIR4642	C0038454	Stroke	
SUPT3H	C0038454	Stroke	
LINC00472	C0038454	Stroke	
KRT19P1	C0038454	Stroke	
ERRFI1	C0038454	Stroke	
RPL7AP18	C0038454	Stroke	
SMARCE1P1	C0038454	Stroke	
ALKBH8	C0038454	Stroke	
NAA25	C0038454	Stroke	
MIR4468	C0038454	Stroke	
RPS17P12	C0038454	Stroke	
WDFY4	C0038454	Stroke	
CTD-2151A2.1	C0038454	Stroke	
TSG1	C0038454	Stroke	
CYCSP17	C0038454	Stroke	
LOC101928272	C0038454	Stroke	
TTLL5	C0038454	Stroke	
TYW1B	C0038454	Stroke	
PARK7	C0038454	Stroke	
DAB1	C0038454	Stroke	
HSD52	C0038454	Stroke	
FGGY	C0038454	Stroke	
KIF26B	C0038454	Stroke	
COX7A2L	C0038454	Stroke	
KCNG3	C0038454	Stroke	
AGBL1	C0038454	Stroke	
TGFBI	C0038454	Stroke	
PTPRD	C0038454	Stroke	
TSPAN15	C0038454	Stroke	
LRP1	C0038454	Stroke	
RNU7-51P	C0038454	Stroke	
RNU3P3	C0038454	Stroke	
TMEM170B	C0038454	Stroke	
ADTRP	C0038454	Stroke	
TRIM29	C0038454	Stroke	
OAF	C0038454	Stroke	
ZDHHC22	C0038454	Stroke	
IRX1	C0038454	Stroke	
LINC01020	C0038454	Stroke	
GAPDHP71	C0038454	Stroke	
SUMO2P6	C0038454	Stroke	
PPP6R2P1	C0038454	Stroke	
ANKRD20A18P	C0038454	Stroke	
TPT1P13	C0038454	Stroke	
RPL3P12	C0038454	Stroke	
IL1F10	C0038454	Stroke	
IL1RN	C0038454	Stroke	
PTPRG	C0038454	Stroke	
SPSB4	C0038454	Stroke	
SLC26A11	C0038454	Stroke	
HMGB1P18	C0038454	Stroke	
HNRNPA1P64	C0038454	Stroke	
KCNK1	C0038454	Stroke	
IMPA2	C0038454	Stroke	
ICE2P2	C0038454	Stroke	
GAPDHP50	C0038454	Stroke	
MICAL2	C0038454	Stroke	
NFU1P1	C0038454	Stroke	
MYRIP	C0038454	Stroke	
MIR8056	C0038454	Stroke	
BOD1	C0038454	Stroke	
MIR100	C0038454	Stroke	
TRK-TTT2-1	C0038454	Stroke	
MIR135A2	C0038454	Stroke	
RNU6-36P	C0038454	Stroke	
HPS4	C0038454	Stroke	
SLC35F2	C0038454	Stroke	
RPLP2P3	C0038454	Stroke	
PCCA	C0038454	Stroke	
PCDH7	C0038454	Stroke	
SPINK2	C0038454	Stroke	
CDC5L	C0038454	Stroke	
RHAG	C0038454	Stroke	
CRISP2	C0038454	Stroke	
LINC00959	C0038454	Stroke	
QRICH2	C0038454	Stroke	
CST8	C0038454	Stroke	
CST13P	C0038454	Stroke	
GRIK1-AS1	C0038454	Stroke	
CLDN17	C0038454	Stroke	
TTC23	C0038454	Stroke	
ARID1A	C0038454	Stroke	
ATP6V1G3	C0038454	Stroke	
PTPRC	C0038454	Stroke	
RPL23AP33	C0038454	Stroke	
ELF2P4	C0038454	Stroke	
KNG1	C0038454	Stroke	
RNA5SP173	C0038454	Stroke	
LINC00290	C0038454	Stroke	
NRCAM	C0038454	Stroke	
RPS2P38	C0038454	Stroke	
LUZP2	C0038454	Stroke	
DPPA3	C0038454	Stroke	
MPHOSPH6	C0038454	Stroke	
CDH13	C0038454	Stroke	
LAMA1	C0038454	Stroke	
OTOG	C0038454	Stroke	
RBMS3	C0038454	Stroke	
ADAMTS12	C0038454	Stroke	
CMAHP	C0038454	Stroke	
VEGFA	C0038454	Stroke	
LINC01512	C0038454	Stroke	
LINC01013	C0038454	Stroke	
EEF1A1P36	C0038454	Stroke	
SSPN	C0038454	Stroke	
ITPR2	C0038454	Stroke	
MIR1302-1	C0038454	Stroke	
ONECUT2	C0038454	Stroke	
C5orf38	C0038454	Stroke	
LINC01019	C0038454	Stroke	
BNIP3	C0038454	Stroke	
JAKMIP3	C0038454	Stroke	
RPL24P6	C0038454	Stroke	
APOD	C0038454	Stroke	
RPS2P31	C0038454	Stroke	
GPR37	C0038454	Stroke	
RAB19	C0038454	Stroke	
MKRN1	C0038454	Stroke	
RPL29P32	C0038454	Stroke	
MBD2	C0038454	Stroke	
RNF219	C0038454	Stroke	
RPL21P111	C0038454	Stroke	
SHISA6	C0038454	Stroke	
CCL1	C0038454	Stroke	
C17orf102	C0038454	Stroke	
DSCAML1	C0038454	Stroke	
LINC00558	C0038454	Stroke	
LINC00458	C0038454	Stroke	
RPL36AP26	C0038454	Stroke	
ISPD	C0038454	Stroke	
ASCC3	C0038454	Stroke	
GRIK2	C0038454	Stroke	
FUT8	C0038454	Stroke	
F5	C0040053	Thrombosis	
ABO	C0040053	Thrombosis	
F11-AS1	C0040053	Thrombosis	
F2	C0040053	Thrombosis	
FGG	C0040053	Thrombosis	
LRAT	C0040053	Thrombosis	
FUNDC2	C0040053	Thrombosis	
SLC44A2	C0040053	Thrombosis	
PROCR	C0040053	Thrombosis	
SVIL	C0040053	Thrombosis	
COX7A2L	C0040053	Thrombosis	
KCNG3	C0040053	Thrombosis	
TSPAN15	C0040053	Thrombosis	
TMEM170B	C0040053	Thrombosis	
ADTRP	C0040053	Thrombosis	
ICE2P2	C0040053	Thrombosis	
GAPDHP50	C0040053	Thrombosis	
PWRN1	C0040053	Thrombosis	
N4BP2	C0040053	Thrombosis	
KNG1	C0040053	Thrombosis	
SETBP1	C0040053	Thrombosis	
MIR196A1	C0040053	Thrombosis	
RPL9P28	C0040053	Thrombosis	
RGS4	C0040053	Thrombosis	
RGS5	C0040053	Thrombosis	
F5	C1861172	Venous Thromboembolism	
ABO	C1861172	Venous Thromboembolism	
F11-AS1	C1861172	Venous Thromboembolism	
F2	C1861172	Venous Thromboembolism	
F11	C1861172	Venous Thromboembolism	
FGG	C1861172	Venous Thromboembolism	
LRAT	C1861172	Venous Thromboembolism	
TSPAN15	C1861172	Venous Thromboembolism	
SURF6	C1861172	Venous Thromboembolism	
SLC44A2	C1861172	Venous Thromboembolism	
FGA	C1861172	Venous Thromboembolism	
FUNDC2	C1861172	Venous Thromboembolism	
NME7	C1861172	Venous Thromboembolism	
AK4	C1861172	Venous Thromboembolism	
ZC3H3	C1861172	Venous Thromboembolism	
PIEZO2	C1861172	Venous Thromboembolism	
LINC00290	C1861172	Venous Thromboembolism	
LOC90768	C1861172	Venous Thromboembolism	
FAM209B	C1861172	Venous Thromboembolism	
RPS4XP3	C1861172	Venous Thromboembolism	
RPS26P39	C1861172	Venous Thromboembolism	
GPR26	C1861172	Venous Thromboembolism	
MARCKSP1	C1861172	Venous Thromboembolism	
CYYR1-AS1	C1861172	Venous Thromboembolism	
TRIM71	C1861172	Venous Thromboembolism	
CCR4	C1861172	Venous Thromboembolism	
FAF2	C1861172	Venous Thromboembolism	
